Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Chất liệu dây (product.metafields.custom.bandmaterial),Màu mặt số (product.metafields.custom.casecolor),discount (product.metafields.custom.discount),Hình dạng mặt số (product.metafields.custom.faceshape),Kích thước mặt số (product.metafields.custom.facesize),Giới tính (product.metafields.custom.gender),Màu dây (product.metafields.custom.m_u_d_y),Product Table Data (product.metafields.custom.product_table_data),product_views (product.metafields.custom.product_views),qty (product.metafields.custom.qty),yty (product.metafields.custom.yty),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Band color (product.metafields.shopify.band-color),Bracelet design (product.metafields.shopify.bracelet-design),Carry options (product.metafields.shopify.carry-options),Case color (product.metafields.shopify.case-color),Clasp type (product.metafields.shopify.clasp-type),Closure type (product.metafields.shopify.closure-type),Clothing accessory material (product.metafields.shopify.clothing-accessory-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dial color (product.metafields.shopify.dial-color),Earring design (product.metafields.shopify.earring-design),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear frame shape (product.metafields.shopify.eyewear-frame-shape),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Lens coating (product.metafields.shopify.lens-coating),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Necklace design (product.metafields.shopify.necklace-design),Occasion style (product.metafields.shopify.occasion-style),Optical frame design (product.metafields.shopify.optical-frame-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Wallet features (product.metafields.shopify.wallet-features),Watch accessory style (product.metafields.shopify.watch-accessory-style),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Status
ferragamo-double-gancini-new-sfnp00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00226_2.png?v=1781885283,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00226_3.png?v=1781885287,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00226_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00326,Đồng Hồ Nữ Double Gancini New,"<p><b>Double Gancini New</b> là sự kết hợp giữa thẩm mỹ tinh tế và tính ứng dụng cao. Cảm giác đeo êm ái giúp bạn sử dụng lâu dài mà vẫn thoải mái. Một phụ kiện gắn liền với nhịp sống hàng ngày.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNP00326</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng hồng</li>
<li>Đường kính: 19 mm</li>
<li>Màu mặt số: Vàng hồng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu vàng hồng</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"19 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNP00326,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00326_1.png?v=1781885280,1,"",false,FERRAGAMO Đồng Hồ Nữ Double Gancini New SFNP00326 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Double Gancini New FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Hồng,,Mặt tròn,19 mm,Nữ,Vàng Hồng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-double-gancini-new-sfnp00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00326_2.png?v=1781885280,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00326_3.png?v=1781885284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-double-gancini-new-sfnp00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNP00326_4.png?v=1781885285,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00126,Đồng Hồ Nữ Ferragamo 1927 Lady,"<p><b>Ferragamo 1927 Lady</b> là lựa chọn cho người phụ nữ yêu vẻ đẹp bền vững và hài hòa. Thiết kế tinh giản giúp đồng hồ giữ được giá trị sử dụng. Phong cách được xây dựng từ sự chọn lọc.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNS00126</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Bạc</li>
<li>Đường kính: 33 mm</li>
<li>Màu mặt số: Xanh</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"33 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNS00126,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00126_1.png?v=1781885282,1,"",false,FERRAGAMO Đồng Hồ Nữ Ferragamo 1927 Lady SFNS00126 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Ferragamo 1927 Lady FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Xanh,,Mặt tròn,33 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-ferragamo-1927-lady-sfns00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00126_2.png?v=1781885283,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00126_3.png?v=1781885283,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00126_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00226,Đồng Hồ Nữ Ferragamo 1927 Lady,"<p><b>Ferragamo 1927 Lady</b> dành cho người phụ nữ trân trọng giá trị bền vững. Thiết kế hài hòa giúp đồng hồ không bị chi phối bởi xu hướng ngắn hạn. Vẻ đẹp được cảm nhận qua thời gian sử dụng.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNS00226</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 33 mm</li>
<li>Màu mặt số: Xanh lá</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại 2 màu vàng và bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"33 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNS00226,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00226_1.png?v=1781885283,1,"",false,FERRAGAMO Đồng Hồ Nữ Ferragamo 1927 Lady SFNS00226 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Ferragamo 1927 Lady FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Xanh Lá,,Mặt tròn,33 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-ferragamo-1927-lady-sfns00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00226_2.png?v=1781885284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00226_3.png?v=1781885284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00226_4.png?v=1781885287,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00326,Đồng Hồ Nữ Ferragamo 1927 Lady,"<p><b>Ferragamo 1927 Lady</b> mang đến cảm giác nhẹ nhàng và thanh thoát khi đeo. Thiết kế hài hòa giúp chiếc đồng hồ dễ dàng phối cùng nhiều trang phục. Phong cách được thể hiện kín đáo.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNS00326</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 33 mm</li>
<li>Màu mặt số: Bạc</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu vàng</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"33 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNS00326,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00326_1.png?v=1781885285,1,"",false,FERRAGAMO Đồng Hồ Nữ Ferragamo 1927 Lady SFNS00326 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Ferragamo 1927 Lady FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Bạc,,Mặt tròn,33 mm,Nữ,Vàng Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-ferragamo-1927-lady-sfns00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00326_2.png?v=1781885284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00326_3.png?v=1781885285,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00326_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00426,Đồng Hồ Nữ Ferragamo 1927 Lady,"<p><b>Ferragamo 1927 Lady</b> phản ánh sự tinh tế trong gu thẩm mỹ cá nhân. Cảm giác đeo thoải mái giúp bạn tự tin hơn mỗi ngày. Một phụ kiện không thể thiếu.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFNS00426</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng hồng</li>
<li>Đường kính: 33 mm</li>
<li>Màu mặt số: Nâu</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại 2 màu vàng hồng và bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"33 mm, 3ATM, Dây kim loại, FERRAGAMO, Nữ, Watch, Watches",false,Title,Default Title,,,,,,,,SFNS00426,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00426_1.png?v=1781885283,1,"",false,FERRAGAMO Đồng Hồ Nữ Ferragamo 1927 Lady SFNS00426 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Ferragamo 1927 Lady FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Nâu,,Mặt tròn,33 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-ferragamo-1927-lady-sfns00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00426_2.png?v=1781885284,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00426_3.png?v=1781885284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-ferragamo-1927-lady-sfns00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFNS00426_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00126,Đồng Hồ Nữ Greca Sphere Nova,"<p><b>Greca Sphere Nova</b> phản ánh sự tự tin và độc lập trong phong cách sống. Thiết kế gọn gàng giúp bạn luôn cảm thấy chủ động. Phụ kiện nhỏ nhưng có giá trị lâu dài.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: VE5L00126</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng hồng</li>
<li>Đường kính: 35 mm</li>
<li>Màu mặt số: trắng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây da màu trắng</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",VERSACE,Apparel & Accessories > Jewelry > Watches,Watches,"35 mm, 3ATM, Dây da, Nữ, VERSACE, Watch, Watches",false,Title,Default Title,,,,,,,,VE5L00126,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00126_1.png?v=1781717658,1,"",false,"VERSACE Đồng Hồ Nữ Greca Sphere Nova VE5L00126 ₫30,000,000 L&M Luxury Timepieces","Mua Đồng Hồ Nữ Greca Sphere Nova VERSACE giá chỉ ₫30,000,000 hàng chính hãng và giao hàng miễn phí toàn quốc.",201,,,,,,,,,,,Dây da,Trắng,,Mặt tròn,35 mm,Nữ,Trắng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
versace-greca-sphere-nova-ve5l00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00126_2.png?v=1781717658,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00126_3.png?v=1781717658,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00126_4.png?v=1781717658,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00226,Đồng Hồ Nữ Greca Sphere Nova,"<p><b>Greca Sphere Nova</b> tôn vinh nét thanh lịch và sự tự tin của người phụ nữ hiện đại. Thiết kế mềm mại giúp đồng hồ hòa hợp với nhiều phong cách thời trang. Một điểm nhấn tinh tế cho nhịp sống hàng ngày.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: VE5L00226</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 35 mm</li>
<li>Màu mặt số: đen</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây da màu đen</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",VERSACE,Apparel & Accessories > Jewelry > Watches,Watches,"35 mm, 3ATM, Dây da, Nữ, VERSACE, Watch, Watches",false,Title,Default Title,,,,,,,,VE5L00226,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00226_1.png?v=1781717665,1,"",false,"VERSACE Đồng Hồ Nữ Greca Sphere Nova VE5L00226 ₫30,000,000 L&M Luxury Timepieces","Mua Đồng Hồ Nữ Greca Sphere Nova VERSACE giá chỉ ₫30,000,000 hàng chính hãng và giao hàng miễn phí toàn quốc.",201,,,,,,,,,,,Dây da,Đen,,Mặt tròn,35 mm,Nữ,Đen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
versace-greca-sphere-nova-ve5l00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00226_2.png?v=1781717665,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00226_3.png?v=1781717664,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00226_4.png?v=1781717664,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00426,Đồng Hồ Nữ Greca Sphere Nova,"<p><b>Greca Sphere Nova</b> dành cho người phụ nữ yêu sự nhẹ nhàng có chiều sâu. Cảm giác đeo êm ái giúp bạn luôn cảm thấy dễ chịu. Phong cách được xây dựng tự nhiên.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: VE5L00426</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng</li>
<li>Đường kính: 35 mm</li>
<li>Màu mặt số: Xanh lá</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại 2 màu vàng và bạc</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",VERSACE,Apparel & Accessories > Jewelry > Watches,Watches,"35 mm, 3ATM, Dây kim loại, Nữ, VERSACE, Watch, Watches",false,Title,Default Title,,,,,,,,VE5L00426,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00426_1.png?v=1781717669,1,"",false,"VERSACE Đồng Hồ Nữ Greca Sphere Nova VE5L00426 ₫30,000,000 L&M Luxury Timepieces","Mua Đồng Hồ Nữ Greca Sphere Nova VERSACE giá chỉ ₫30,000,000 hàng chính hãng và giao hàng miễn phí toàn quốc.",201,,,,,,,,,,,Dây kim loại,Xanh Lá,,Mặt tròn,35 mm,Nữ,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
versace-greca-sphere-nova-ve5l00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00426_2.png?v=1781717669,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00426_3.png?v=1781717669,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-greca-sphere-nova-ve5l00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5L00426_4.png?v=1781717670,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
